task,method,width,refresh_interval,decision_units,median_spearman,mean_pairwise_accuracy,mean_top1_accuracy,mean_normalized_regret,median_spearman_gain,mean_pairwise_accuracy_gain,mean_top1_accuracy_gain,mean_normalized_regret_gain
gov_report,fisher_vjp_action,1,4,14,0.33333333333333337,0.5816326530612245,0.14285714285714285,0.12859085918425767,-0.2857142857142857,-0.2040816326530612,-0.14285714285714285,-0.09303166416237417
gov_report,fisher_vjp_action,1,8,14,0.1547619047619048,0.5255102040816327,0.14285714285714285,0.24582363261863208,-0.6547619047619049,-0.260204081632653,-0.14285714285714285,-0.21026443759674857
gov_report,fisher_vjp_action,2,1,14,0.6666666666666667,0.711734693877551,0.35714285714285715,0.19457441463601285,-0.119047619047619,-0.07397959183673472,0.07142857142857142,-0.1590152196141293
gov_report,fisher_vjp_action,2,2,14,0.5476190476190477,0.6811224489795917,0.14285714285714285,0.19552702017587473,-0.1785714285714286,-0.10459183673469388,-0.14285714285714285,-0.15996782515399116
gov_report,fisher_vjp_action,2,4,14,0.44047619047619047,0.6658163265306122,0.21428571428571427,0.15334703673399794,-0.22619047619047622,-0.11989795918367348,-0.07142857142857142,-0.1177878417121144
gov_report,fisher_vjp_action,2,8,14,0.40476190476190477,0.607142857142857,0.14285714285714285,0.19838644859166044,-0.41666666666666663,-0.17857142857142858,-0.14285714285714285,-0.16282725356977693
gov_report,fisher_vjp_action,4,1,14,0.5952380952380953,0.7142857142857143,0.5,0.0938664583162332,-0.15476190476190477,-0.07142857142857141,0.21428571428571427,-0.058307263294349675
gov_report,fisher_vjp_action,4,2,14,0.5952380952380953,0.6913265306122449,0.2857142857142857,0.09349234142874861,-0.16666666666666669,-0.09438775510204078,0.0,-0.057933146406865095
gov_report,fisher_vjp_action,4,4,14,0.5476190476190477,0.6683673469387754,0.21428571428571427,0.11166961742323876,-0.10714285714285715,-0.1173469387755102,-0.07142857142857142,-0.07611042240135524
gov_report,fisher_vjp_action,4,8,14,0.5595238095238095,0.6581632653061226,0.07142857142857142,0.24970544158945449,-0.2738095238095239,-0.12755102040816327,-0.21428571428571427,-0.21414624656757097
gov_report,fisher_vjp_innovation_state,1,1,14,0.48809523809523814,0.663265306122449,0.2857142857142857,0.25660330500100675,-0.1428571428571429,-0.12244897959183672,0.0,-0.22104410997912324
gov_report,fisher_vjp_innovation_state,1,2,14,0.41666666666666674,0.5663265306122448,0.0,0.2889968055874822,-0.30952380952380953,-0.21938775510204087,-0.2857142857142857,-0.25343761056559877
gov_report,fisher_vjp_innovation_state,1,4,14,0.38095238095238104,0.5637755102040817,0.14285714285714285,0.30111202500529927,-0.2857142857142857,-0.22193877551020405,-0.14285714285714285,-0.26555282998341573
gov_report,fisher_vjp_innovation_state,1,8,14,-0.25000000000000006,0.5,0.0,0.39123013301073156,-0.9642857142857144,-0.2857142857142857,-0.2857142857142857,-0.355670937988848
